seqName,sampleDate,seqId,location,clade,pangoLineages,nextStrainClade,whoClade
hCoV-19/Beijing/IMCAS-BJ0013/2022|EPI_ISL_16522354|2022-12-15,2022-12-15,EPI_ISL_16522354,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0014/2022|EPI_ISL_16522355|2022-12-14,2022-12-14,EPI_ISL_16522355,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0015/2022|EPI_ISL_16522356|2022-12-14,2022-12-14,EPI_ISL_16522356,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0016/2022|EPI_ISL_16522357|2022-12-14,2022-12-14,EPI_ISL_16522357,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0017/2022|EPI_ISL_16522358|2022-12-16,2022-12-16,EPI_ISL_16522358,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0018/2022|EPI_ISL_16522359|2022-12-14,2022-12-14,EPI_ISL_16522359,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0019/2022|EPI_ISL_16522360|2022-12-14,2022-12-14,EPI_ISL_16522360,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0020/2022|EPI_ISL_16522361|2022-12-15,2022-12-15,EPI_ISL_16522361,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0021/2022|EPI_ISL_16522362|2022-12-16,2022-12-16,EPI_ISL_16522362,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0022/2022|EPI_ISL_16522363|2022-12-17,2022-12-17,EPI_ISL_16522363,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0023/2022|EPI_ISL_16522364|2022-12-17,2022-12-17,EPI_ISL_16522364,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0024/2022|EPI_ISL_16522365|2022-12-18,2022-12-18,EPI_ISL_16522365,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0025/2022|EPI_ISL_16522366|2022-12-16,2022-12-16,EPI_ISL_16522366,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0026/2022|EPI_ISL_16522367|2022-12-16,2022-12-16,EPI_ISL_16522367,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0027/2022|EPI_ISL_16522368|2022-12-16,2022-12-16,EPI_ISL_16522368,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0028/2022|EPI_ISL_16522369|2022-12-16,2022-12-16,EPI_ISL_16522369,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0029/2022|EPI_ISL_16522370|2022-12-16,2022-12-16,EPI_ISL_16522370,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0030/2022|EPI_ISL_16522371|2022-12-19,2022-12-19,EPI_ISL_16522371,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0031/2022|EPI_ISL_16522372|2022-12-19,2022-12-19,EPI_ISL_16522372,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0032/2022|EPI_ISL_16522373|2022-12-17,2022-12-17,EPI_ISL_16522373,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0033/2022|EPI_ISL_16522374|2022-12-19,2022-12-19,EPI_ISL_16522374,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0034/2022|EPI_ISL_16522375|2022-12-19,2022-12-19,EPI_ISL_16522375,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0035/2022|EPI_ISL_16522376|2022-12-19,2022-12-19,EPI_ISL_16522376,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0036/2022|EPI_ISL_16522377|2022-12-19,2022-12-19,EPI_ISL_16522377,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0037/2022|EPI_ISL_16522378|2022-12-19,2022-12-19,EPI_ISL_16522378,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0038/2022|EPI_ISL_16522379|2022-12-19,2022-12-19,EPI_ISL_16522379,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0039/2022|EPI_ISL_16522380|2022-12-18,2022-12-18,EPI_ISL_16522380,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0040/2022|EPI_ISL_16522381|2022-12-18,2022-12-18,EPI_ISL_16522381,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0041/2022|EPI_ISL_16522382|2022-12-19,2022-12-19,EPI_ISL_16522382,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0042/2022|EPI_ISL_16522383|2022-12-19,2022-12-19,EPI_ISL_16522383,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0043/2022|EPI_ISL_16522384|2022-12-19,2022-12-19,EPI_ISL_16522384,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0044/2022|EPI_ISL_16522385|2022-12-20,2022-12-20,EPI_ISL_16522385,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0045/2022|EPI_ISL_16522386|2022-12-18,2022-12-18,EPI_ISL_16522386,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0046/2022|EPI_ISL_16522387|2022-12-20,2022-12-20,EPI_ISL_16522387,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0047/2022|EPI_ISL_16522388|2022-12-19,2022-12-19,EPI_ISL_16522388,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0048/2022|EPI_ISL_16522389|2022-12-16,2022-12-16,EPI_ISL_16522389,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0049/2022|EPI_ISL_16522390|2022-12-20,2022-12-20,EPI_ISL_16522390,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0050/2022|EPI_ISL_16522391|2022-12-18,2022-12-18,EPI_ISL_16522391,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0052/2022|EPI_ISL_16522392|2022-12-19,2022-12-19,EPI_ISL_16522392,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0053/2022|EPI_ISL_16522393|2022-12-19,2022-12-19,EPI_ISL_16522393,Beijing,22B (Omicron),BA.5,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0054/2022|EPI_ISL_16522394|2022-12-19,2022-12-19,EPI_ISL_16522394,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0055/2022|EPI_ISL_16522395|2022-12-19,2022-12-19,EPI_ISL_16522395,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0056/2022|EPI_ISL_16522396|2022-12-19,2022-12-19,EPI_ISL_16522396,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0057/2022|EPI_ISL_16522397|2022-12-19,2022-12-19,EPI_ISL_16522397,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0058/2022|EPI_ISL_16522398|2022-12-19,2022-12-19,EPI_ISL_16522398,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0059/2022|EPI_ISL_16522399|2022-12-20,2022-12-20,EPI_ISL_16522399,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0060/2022|EPI_ISL_16522400|2022-12-20,2022-12-20,EPI_ISL_16522400,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0061/2022|EPI_ISL_16522401|2022-12-20,2022-12-20,EPI_ISL_16522401,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0062/2022|EPI_ISL_16522402|2022-12-20,2022-12-20,EPI_ISL_16522402,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0063/2022|EPI_ISL_16522403|2022-12-20,2022-12-20,EPI_ISL_16522403,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0064/2022|EPI_ISL_16522404|2022-12-20,2022-12-20,EPI_ISL_16522404,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0065/2022|EPI_ISL_16522405|2022-12-21,2022-12-21,EPI_ISL_16522405,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0066/2022|EPI_ISL_16522406|2022-12-24,2022-12-24,EPI_ISL_16522406,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0067/2022|EPI_ISL_16522407|2022-12-23,2022-12-23,EPI_ISL_16522407,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0068/2022|EPI_ISL_16522408|2022-12-25,2022-12-25,EPI_ISL_16522408,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0069/2022|EPI_ISL_16522409|2022-12-21,2022-12-21,EPI_ISL_16522409,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0070/2022|EPI_ISL_16522410|2022-12-21,2022-12-21,EPI_ISL_16522410,Beijing,22B (Omicron),BA.5.2.1,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0071/2022|EPI_ISL_16522411|2022-12-21,2022-12-21,EPI_ISL_16522411,Beijing,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0072/2022|EPI_ISL_16522412|2022-12-24,2022-12-24,EPI_ISL_16522412,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0073/2022|EPI_ISL_16522413|2022-12-27,2022-12-27,EPI_ISL_16522413,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0074/2022|EPI_ISL_16522414|2022-12-27,2022-12-27,EPI_ISL_16522414,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0075/2022|EPI_ISL_16522415|2022-12-09,2022-12-09,EPI_ISL_16522415,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0076/2022|EPI_ISL_16522416|2022-12-09,2022-12-09,EPI_ISL_16522416,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0077/2022|EPI_ISL_16522417|2022-12-09,2022-12-09,EPI_ISL_16522417,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0078/2022|EPI_ISL_16522418|2022-12-09,2022-12-09,EPI_ISL_16522418,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0079/2022|EPI_ISL_16522419|2022-11-28,2022-11-28,EPI_ISL_16522419,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0080/2022|EPI_ISL_16522420|2022-11-28,2022-11-28,EPI_ISL_16522420,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0081/2022|EPI_ISL_16522421|2022-11-28,2022-11-28,EPI_ISL_16522421,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Beijing/IMCAS-BJ0082/2022|EPI_ISL_16522422|2022-11-28,2022-11-28,EPI_ISL_16522422,Beijing,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Henan/IMCAS-BJ0083/2023|EPI_ISL_16522423|2023-01-01,2023-01-01,EPI_ISL_16522423,Henan,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Guangdong/CDC-001/2023|EPI_ISL_16524132|2023-01-02,2023-01-02,EPI_ISL_16524132,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/CDC-002/2023|EPI_ISL_16524133|2023-01-02,2023-01-02,EPI_ISL_16524133,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/CDC-003/2023|EPI_ISL_16524134|2023-01-02,2023-01-02,EPI_ISL_16524134,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/CDC-004/2023|EPI_ISL_16524135|2023-01-02,2023-01-02,EPI_ISL_16524135,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/CDC-005/2023|EPI_ISL_16524136|2023-01-02,2023-01-02,EPI_ISL_16524136,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/CDC-006/2023|EPI_ISL_16524137|2023-01-09,2023-01-09,EPI_ISL_16524137,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/CDC-007/2023|EPI_ISL_16524138|2023-01-09,2023-01-09,EPI_ISL_16524138,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/CDC-008/2023|EPI_ISL_16524139|2023-01-09,2023-01-09,EPI_ISL_16524139,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/CDC-009/2023|EPI_ISL_16524140|2023-01-09,2023-01-09,EPI_ISL_16524140,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/CDC-010/2023|EPI_ISL_16524141|2023-01-10,2023-01-10,EPI_ISL_16524141,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/ZCDC-001/2023|EPI_ISL_16536199|2023-01-09,2023-01-09,EPI_ISL_16536199,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/ZCDC-002/2023|EPI_ISL_16536200|2023-01-09,2023-01-09,EPI_ISL_16536200,Guangdong,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Guangdong/ZCDC-003/2023|EPI_ISL_16536201|2023-01-09,2023-01-09,EPI_ISL_16536201,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/ZCDC-004/2023|EPI_ISL_16536202|2023-01-09,2023-01-09,EPI_ISL_16536202,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/ZCDC-005/2023|EPI_ISL_16536203|2023-01-09,2023-01-09,EPI_ISL_16536203,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/ZCDC-006/2023|EPI_ISL_16536204|2023-01-02,2023-01-02,EPI_ISL_16536204,Guangdong,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Guangdong/ZCDC-007/2023|EPI_ISL_16536205|2023-01-03,2023-01-03,EPI_ISL_16536205,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/ZCDC-008/2023|EPI_ISL_16536206|2023-01-03,2023-01-03,EPI_ISL_16536206,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/ZCDC-009/2023|EPI_ISL_16536207|2023-01-03,2023-01-03,EPI_ISL_16536207,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Guangdong/ZCDC-010/2023|EPI_ISL_16536208|2023-01-03,2023-01-03,EPI_ISL_16536208,Guangdong,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Zhejiang/ZCDC-JXYJH/2023|EPI_ISL_16559197|2023-01-05,2023-01-05,EPI_ISL_16559197,Zhejiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Zhejiang/ZCDC-JXXMQ/2023|EPI_ISL_16559198|2023-01-05,2023-01-05,EPI_ISL_16559198,Zhejiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Zhejiang/ZCDC-JXWZY/2023|EPI_ISL_16559200|2023-01-05,2023-01-05,EPI_ISL_16559200,Zhejiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Zhejiang/ZCDC-JXYZW/2023|EPI_ISL_16559203|2023-01-05,2023-01-05,EPI_ISL_16559203,Zhejiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Zhejiang/ZCDC-JXZXG/2023|EPI_ISL_16559204|2023-01-05,2023-01-05,EPI_ISL_16559204,Zhejiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Zhejiang/ZCDC-JXSHY/2023|EPI_ISL_16559205|2023-01-05,2023-01-05,EPI_ISL_16559205,Zhejiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Zhejiang/ZCDC-JXWCK/2023|EPI_ISL_16559206|2023-01-05,2023-01-05,EPI_ISL_16559206,Zhejiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Zhejiang/ZCDC-JXPYD/2023|EPI_ISL_16559207|2023-01-05,2023-01-05,EPI_ISL_16559207,Zhejiang,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Zhejiang/ZCDC-JXFXR/2023|EPI_ISL_16559208|2023-01-05,2023-01-05,EPI_ISL_16559208,Zhejiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Zhejiang/ZCDC-JXGHL/2023|EPI_ISL_16559209|2023-01-05,2023-01-05,EPI_ISL_16559209,Zhejiang,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Yunnan/YCDC-01/2022|EPI_ISL_16560931|2022-12-16,2022-12-16,EPI_ISL_16560931,Yunnan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Yunnan/YCDC-02/2022|EPI_ISL_16560932|2022-12-28,2022-12-28,EPI_ISL_16560932,Yunnan,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Yunnan/YCDC-03/2022|EPI_ISL_16560934|2022-12-31,2022-12-31,EPI_ISL_16560934,Yunnan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Yunnan/YCDC-01/2023|EPI_ISL_16560935|2023-01-05,2023-01-05,EPI_ISL_16560935,Yunnan,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Yunnan/YCDC-02/2023|EPI_ISL_16560936|2023-01-05,2023-01-05,EPI_ISL_16560936,Yunnan,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-CX28/2023|EPI_ISL_16561110|2023-01-03,2023-01-03,EPI_ISL_16561110,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FCDC-CX29/2023|EPI_ISL_16561111|2023-01-03,2023-01-03,EPI_ISL_16561111,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-CX32/2023|EPI_ISL_16561112|2023-01-03,2023-01-03,EPI_ISL_16561112,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FCDC-CX33/2023|EPI_ISL_16561113|2023-01-03,2023-01-03,EPI_ISL_16561113,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FCDC-CX39/2023|EPI_ISL_16561114|2023-01-03,2023-01-03,EPI_ISL_16561114,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FCDC-CX40/2023|EPI_ISL_16561115|2023-01-03,2023-01-03,EPI_ISL_16561115,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-CX41/2023|EPI_ISL_16561116|2023-01-03,2023-01-03,EPI_ISL_16561116,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-CX44/2023|EPI_ISL_16561117|2023-01-03,2023-01-03,EPI_ISL_16561117,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FCDC-CX45/2023|EPI_ISL_16561118|2023-01-03,2023-01-03,EPI_ISL_16561118,Fujian,22B (Omicron),BA.5.2.49,22B,Omicron
hCoV-19/Fujian/FCDC-CX46/2023|EPI_ISL_16561119|2023-01-03,2023-01-03,EPI_ISL_16561119,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-CX47/2023|EPI_ISL_16561120|2023-01-03,2023-01-03,EPI_ISL_16561120,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-CX50/2023|EPI_ISL_16561121|2023-01-03,2023-01-03,EPI_ISL_16561121,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FCDC-CX51/2023|EPI_ISL_16561122|2023-01-03,2023-01-03,EPI_ISL_16561122,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FCDC-CX52/2023|EPI_ISL_16561123|2023-01-03,2023-01-03,EPI_ISL_16561123,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-CX53/2023|EPI_ISL_16561124|2023-01-03,2023-01-03,EPI_ISL_16561124,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-CX55/2023|EPI_ISL_16561125|2023-01-03,2023-01-03,EPI_ISL_16561125,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-CX57/2023|EPI_ISL_16561126|2023-01-03,2023-01-03,EPI_ISL_16561126,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-CX58/2023|EPI_ISL_16561127|2023-01-03,2023-01-03,EPI_ISL_16561127,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-CX59/2023|EPI_ISL_16561128|2023-01-03,2023-01-03,EPI_ISL_16561128,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-CX60/2023|EPI_ISL_16561129|2023-01-03,2023-01-03,EPI_ISL_16561129,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-S001/2023|EPI_ISL_16561130|2023-01-02,2023-01-02,EPI_ISL_16561130,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FCDC-S002/2023|EPI_ISL_16561131|2023-01-02,2023-01-02,EPI_ISL_16561131,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-S003/2023|EPI_ISL_16561132|2023-01-02,2023-01-02,EPI_ISL_16561132,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-S004/2023|EPI_ISL_16561133|2023-01-02,2023-01-02,EPI_ISL_16561133,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FCDC-S005/2023|EPI_ISL_16561134|2023-01-02,2023-01-02,EPI_ISL_16561134,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-S008/2023|EPI_ISL_16561135|2023-01-03,2023-01-03,EPI_ISL_16561135,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-S013/2023|EPI_ISL_16561136|2023-01-03,2023-01-03,EPI_ISL_16561136,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FCDC-S014/2023|EPI_ISL_16561137|2023-01-03,2023-01-03,EPI_ISL_16561137,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-S015/2023|EPI_ISL_16561138|2023-01-03,2023-01-03,EPI_ISL_16561138,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-S016/2023|EPI_ISL_16561139|2023-01-03,2023-01-03,EPI_ISL_16561139,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-S017/2023|EPI_ISL_16561140|2023-01-03,2023-01-03,EPI_ISL_16561140,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FCDC-S018/2023|EPI_ISL_16561141|2023-01-03,2023-01-03,EPI_ISL_16561141,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FCDC-S019/2023|EPI_ISL_16561142|2023-01-03,2023-01-03,EPI_ISL_16561142,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-S020/2023|EPI_ISL_16561143|2023-01-03,2023-01-03,EPI_ISL_16561143,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-S021/2023|EPI_ISL_16561144|2023-01-03,2023-01-03,EPI_ISL_16561144,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-S022/2023|EPI_ISL_16561145|2023-01-03,2023-01-03,EPI_ISL_16561145,Fujian,22B (Omicron),BF.7.14,22B,Omicron
hCoV-19/Fujian/FCDC-S023/2022|EPI_ISL_16561146|2022-12-19,2022-12-19,EPI_ISL_16561146,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-S024/2022|EPI_ISL_16561147|2022-12-26,2022-12-26,EPI_ISL_16561147,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-RB025/2023|EPI_ISL_16561148|2023-01-03,2023-01-03,EPI_ISL_16561148,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-RB026/2023|EPI_ISL_16561149|2023-01-03,2023-01-03,EPI_ISL_16561149,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-RB027/2023|EPI_ISL_16561150|2023-01-03,2023-01-03,EPI_ISL_16561150,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-RB028/2023|EPI_ISL_16561151|2023-01-03,2023-01-03,EPI_ISL_16561151,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-RB029/2022|EPI_ISL_16561152|2022-12-29,2022-12-29,EPI_ISL_16561152,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-RB030/2022|EPI_ISL_16561153|2022-12-29,2022-12-29,EPI_ISL_16561153,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
hCoV-19/Fujian/FCDC-RB031/2022|EPI_ISL_16561154|2022-12-29,2022-12-29,EPI_ISL_16561154,Fujian,22B (Omicron),BA.5.2.48,22B,Omicron
